Yr,Loc,Env,Ana,Plot,Trt,Rep,Row,Pop,Fung,DI,DS,DIX,Ybu,Ykg
2017,Hancock,2,Full+,103,12,1,15,200,AR1R3,53.33,3.05,54.18,59.79,4020.8775
2017,Hancock,2,Full+,104,1,1,15,110,NT,38.83,2.14,27.74,.,.
2017,Hancock,2,Full+,105,2,1,15,110,Amodel,39.6,2.25,29.7,.,.
2017,Hancock,2,Full+,106,3,1,15,110,AR1R3,21.98,2.11,15.47,59.15,3977.8375
2017,Hancock,2,Full+,107,7,1,15,170,NT,27.83,2.8,25.97,64.85,4361.1625
2017,Hancock,2,Full+,108,8,1,15,170,Amodel,21.49,2.14,15.35,68.38,4598.555
2017,Hancock,2,Full+,109,9,1,15,170,AR1R3,33.33,2.2,24.44,68.01,4573.6725
2017,Hancock,2,Full+,110,5,1,15,140,Amodel,45.13,2.63,39.49,54.38,3657.055
2017,Hancock,2,Full+,111,6,1,15,140,AR1R3,28.18,2.45,23.06,58.28,3919.33
2017,Hancock,2,Full+,112,4,1,15,140,NT,55.64,2.39,44.35,56.85,3823.1625
2017,Hancock,2,Full+,113,23,1,30,200,Amodel,39.06,2.8,36.45,64.01,4304.6725
2017,Hancock,2,Full+,114,22,1,30,200,NT,52.15,2.88,50.14,50.03,3364.5175
2017,Hancock,2,Full+,115,24,1,30,200,AR1R3,34.05,3,34.05,51.71,3477.4975
2017,Hancock,2,Full+,116,20,1,30,170,Amodel,17.1,2.67,15.2,57.42,3861.495
2017,Hancock,2,Full+,117,19,1,30,170,NT,13.14,2.78,12.17,51.31,3450.5975
2017,Hancock,2,Full+,118,21,1,30,170,AR1R3,6.85,2.33,5.33,52.84,3553.49
2017,Hancock,2,Full+,119,15,1,30,110,AR1R3,3.96,3,3.96,47.87,3219.2575
2017,Hancock,2,Full+,120,14,1,30,110,Amodel,3.3,2.25,2.47,43.27,2909.9075
2017,Hancock,2,Full+,121,13,1,30,110,NT,7.29,2.67,6.48,42.79,2877.6275
2017,Hancock,2,Full+,122,17,1,30,140,Amodel,2.71,2,1.81,46.79,3146.6275
2017,Hancock,2,Full+,123,18,1,30,140,AR1R3,9.72,2.6,8.43,51.61,3470.7725
2017,Hancock,2,Full+,124,16,1,30,140,NT,24.9,2.73,22.68,52.18,3509.105
2017,Hancock,2,Full+,201,19,2,30,170,NT,27.97,2.79,25.97,61.72,4150.67
2017,Hancock,2,Full+,202,20,2,30,170,Amodel,50,2.87,47.78,52.97,3562.2325
2017,Hancock,2,Full+,203,21,2,30,170,AR1R3,26.43,2.73,24.08,55.56,3736.41
2017,Hancock,2,Full+,204,22,2,30,200,NT,16.89,3,16.89,50.26,3379.985
2017,Hancock,2,Full+,205,23,2,30,200,Amodel,13.12,2.78,12.15,46.88,3152.68
2017,Hancock,2,Full+,206,24,2,30,200,AR1R3,4.58,2,3.05,48.39,3254.2275
2017,Hancock,2,Full+,207,18,2,30,140,AR1R3,0.5,1,0.17,43.01,2892.4225
2017,Hancock,2,Full+,208,17,2,30,140,Amodel,4,3,4,47.22,3175.545
2017,Hancock,2,Full+,209,16,2,30,140,NT,5.1,3,5.1,45.47,3057.8575
2017,Hancock,2,Full+,210,13,2,30,110,NT,6.62,3,6.62,41.86,2815.085
2017,Hancock,2,Full+,211,14,2,30,110,Amodel,10.92,2.83,10.32,52.98,3562.905
2017,Hancock,2,Full+,212,15,2,30,110,AR1R3,34.31,2.87,32.78,68.01,4573.6725
2017,Hancock,2,Full+,213,8,2,15,170,Amodel,51.28,2.73,46.62,66.6,4478.85
2017,Hancock,2,Full+,214,9,2,15,170,AR1R3,47.4,2.9,45.82,59.5,4001.375
2017,Hancock,2,Full+,215,7,2,15,170,NT,95.6,2.92,92.95,53.83,3620.0675
2017,Hancock,2,Full+,216,1,2,15,110,NT,63.95,2.76,58.84,56.13,3774.7425
2017,Hancock,2,Full+,217,2,2,15,110,Amodel,53.47,3,53.47,51.85,3486.9125
2017,Hancock,2,Full+,218,3,2,15,110,AR1R3,11.44,2.38,9.1,58.2,3913.95
2017,Hancock,2,Full+,219,11,2,15,200,Amodel,21.97,2.42,17.69,63.73,4285.8425
2017,Hancock,2,Full+,220,12,2,15,200,AR1R3,18.5,3,18.5,71.56,4812.41
2017,Hancock,2,Full+,221,10,2,15,200,NT,31.61,2.74,28.84,64.37,4328.8825
2017,Hancock,2,Full+,222,4,2,15,140,NT,23.58,2.5,19.65,58.27,3918.6575
2017,Hancock,2,Full+,223,5,2,15,140,Amodel,29.01,2.83,27.4,60.64,4078.04
2017,Hancock,2,Full+,224,6,2,15,140,AR1R3,34.68,2.68,31.03,64.14,4313.415
2017,Hancock,2,Full+,301,13,3,30,110,NT,27.81,2.69,24.91,61.29,4121.7525
2017,Hancock,2,Full+,302,14,3,30,110,Amodel,43.48,2.69,39.02,57.56,3870.91
2017,Hancock,2,Full+,303,15,3,30,110,AR1R3,44.28,2.83,41.82,56.98,3831.905
2017,Hancock,2,Full+,304,16,3,30,140,NT,51.69,2.64,45.42,56.84,3822.49
2017,Hancock,2,Full+,305,17,3,30,140,Amodel,27.84,2.87,26.6,62.51,4203.7975
2017,Hancock,2,Full+,306,18,3,30,140,AR1R3,26.79,2.64,23.6,58.62,3942.195
2017,Hancock,2,Full+,307,19,3,30,170,NT,21.49,2.87,20.53,63.8,4290.55
2017,Hancock,2,Full+,308,21,3,30,170,AR1R3,28.94,2.89,27.86,55.34,3721.615
2017,Hancock,2,Full+,309,20,3,30,170,Amodel,25.3,2.81,23.72,57.34,3856.115
2017,Hancock,2,Full+,310,24,3,30,200,AR1R3,22.83,2.83,21.56,56.76,3817.11
2017,Hancock,2,Full+,311,22,3,30,200,NT,34.38,3,34.38,61.07,4106.9575
2017,Hancock,2,Full+,312,23,3,30,200,Amodel,47.7,2.83,45.05,52.72,3545.42
2017,Hancock,2,Full+,313,11,3,15,200,Amodel,47.13,2.89,45.47,66.47,4470.1075
2017,Hancock,2,Full+,314,10,3,15,200,NT,40.96,3,40.96,63.59,4276.4275
2017,Hancock,2,Full+,315,12,3,15,200,AR1R3,58.99,2.81,55.25,54.46,3662.435
2017,Hancock,2,Full+,316,6,3,15,140,AR1R3,71.82,2.95,70.68,45.84,3082.74
2017,Hancock,2,Full+,317,4,3,15,140,NT,42.7,2.71,38.63,50.58,3401.505
2017,Hancock,2,Full+,318,5,3,15,140,Amodel,37.86,2,25.24,57.91,3894.4475
2017,Hancock,2,Full+,319,7,3,15,170,NT,25.81,2.85,24.48,59.05,3971.1125
2017,Hancock,2,Full+,320,9,3,15,170,AR1R3,40.57,2.69,36.41,63.52,4271.72
2017,Hancock,2,Full+,321,8,3,15,170,Amodel,51.25,2.53,43.28,55.02,3700.095
2017,Hancock,2,Full+,322,1,3,15,110,NT,17.57,3,17.57,38.84,2611.99
2017,Hancock,2,Full+,323,3,3,15,110,AR1R3,23.73,2.5,19.77,49.43,3324.1675
2017,Hancock,2,Full+,324,2,3,15,110,Amodel,45.71,2.86,43.54,48.47,3259.6075
2017,Hancock,2,Full+,401,1,4,15,110,NT,46.91,2.63,41.05,57.85,3890.4125
2017,Hancock,2,Full+,402,3,4,15,110,AR1R3,38.3,2.8,35.74,63.51,4271.0475
2017,Hancock,2,Full+,403,2,4,15,110,Amodel,38.98,2.7,35.08,57.78,3885.705
2017,Hancock,2,Full+,404,8,4,15,170,Amodel,33.52,2.86,31.93,57.91,3894.4475
2017,Hancock,2,Full+,405,9,4,15,170,AR1R3,47.02,2.75,43.1,65.67,4416.3075
2017,Hancock,2,Full+,406,7,4,15,170,NT,18.44,3,18.44,55.67,3743.8075
2017,Hancock,2,Full+,407,11,4,15,200,Amodel,18.6,2.67,16.54,64.38,4329.555
2017,Hancock,2,Full+,408,12,4,15,200,AR1R3,14.46,2.64,12.71,65.68,4416.98
2017,Hancock,2,Full+,409,10,4,15,200,NT,18.14,3,18.14,65.38,4396.805
2017,Hancock,2,Full+,410,4,4,15,140,NT,18.55,3,18.55,49.6,3335.6
2017,Hancock,2,Full+,411,5,4,15,140,Amodel,23.36,3,23.36,55.51,3733.0475
2017,Hancock,2,Full+,412,6,4,15,140,AR1R3,18.25,2.43,14.77,75.94,5106.965
2017,Hancock,2,Full+,413,21,4,30,170,AR1R3,24.01,2.89,23.12,67.83,4561.5675
2017,Hancock,2,Full+,414,20,4,30,170,Amodel,31.8,2.72,28.86,54.96,3696.06
2017,Hancock,2,Full+,415,19,4,30,170,NT,28.2,3,28.2,61.36,4126.46
2017,Hancock,2,Full+,416,14,4,30,110,Amodel,19.71,2.64,17.36,56.83,3821.8175
2017,Hancock,2,Full+,417,15,4,30,110,AR1R3,31.77,2.65,28.03,51,3429.75
2017,Hancock,2,Full+,418,13,4,30,110,NT,12.62,2.75,11.57,50.48,3394.78
2017,Hancock,2,Full+,419,18,4,30,140,AR1R3,18.43,2.82,17.32,57.76,3884.36
2017,Hancock,2,Full+,420,16,4,30,140,NT,16.16,3,16.16,53.45,3594.5125
2017,Hancock,2,Full+,421,17,4,30,140,Amodel,14.43,2.71,13.06,56.83,3821.8175
2017,Hancock,2,Full+,422,23,4,30,200,Amodel,20.63,3,20.63,58.35,3924.0375
2017,Hancock,2,Full+,423,24,4,30,200,AR1R3,33.12,2.88,31.82,59.56,4005.41
2017,Hancock,2,Full+,424,22,4,30,200,NT,18.15,3,18.15,65.75,4421.6875
